diagnosis_code,diagnosis_description,overlap_1FL
710.3,Dermatomyositis,0
491.22,Obstructive chronic bronchitis with acute bronchitis,0
492.8,Other emphysema,0
297.9,Unspecified paranoid state,0
297.1,Delusional disorder,0
292.12,Drug-induced psychotic disorder with hallucinations,0
304.22,"Cocaine dependence, episodic",0
309.29,Other adjustment reactions with predominant disturbance of other emotions,0
416.9,"Chronic pulmonary heart disease, unspecified",0
286.7,Acquired coagulation factor deficiency,0
296.53,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior",0
296.44,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior",0
263.9,Unspecified protein-calorie malnutrition,0
305.51,"Opioid abuse, continuous",0
405.91,Unspecified renovascular hypertension,0
344.9,"Paralysis, unspecified",0
287.49,Other secondary thrombocytopenia,0
286.59,"Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",0
508.1,Chronic and other pulmonary manifestations due to radiation,0
446.1,Acute febrile mucocutaneous lymph node syndrome [MCLS],0
493.12,Intrinsic asthma with (acute) exacerbation,0
348.31,Metabolic encephalopathy,0
295.92,"Unspecified schizophrenia, chronic",0
278.03,Obesity hypoventilation syndrome,0
295.94,"Unspecified schizophrenia, chronic with acute exacerbation",0
585.4,"Chronic kidney disease, Stage IV (severe)",0
250.81,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",0
286.4,Von Willebrand's disease,0
309.21,Separation anxiety disorder,0
443.21,Dissection of carotid artery,0
416.2,Chronic pulmonary embolism,0
157.9,"Malignant neoplasm of pancreas, part unspecified",0
426.7,Anomalous atrioventricular excitation,0
441.9,Aortic aneurysm of unspecified site without mention of rupture,0
427.81,Sinoatrial node dysfunction,0
304.91,"Unspecified drug dependence, continuous",0
304.31,"Cannabis dependence, continuous",0
305.02,"Alcohol abuse, episodic",0
343.9,"Infantile cerebral palsy, unspecified",0
345.01,"Generalized nonconvulsive epilepsy, with intractable epilepsy",0
281.1,Other vitamin B12 deficiency anemia,0
443.24,Dissection of vertebral artery,0
424.2,"Tricuspid valve disorders, specified as nonrheumatic",0
196.3,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,0
428.23,Acute on chronic systolic heart failure,0
402.11,Benign hypertensive heart disease with heart failure,0
710.8,Other specified diffuse diseases of connective tissue,0
305.03,"Alcohol abuse, in remission",0
424.3,Pulmonary valve disorders,0
571.42,Autoimmune hepatitis,0
585.2,"Chronic kidney disease, Stage II (mild)",0
250.83,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled",0
585.6,End stage renal disease,0
428.41,Acute combined systolic and diastolic heart failure,0
396.3,Mitral valve insufficiency and aortic valve insufficiency,0
331.9,"Cerebral degeneration, unspecified",0
996.04,Mechanical complication of automatic implantable cardiac defibrillator,0
415.12,Septic pulmonary embolism,0
572.2,Hepatic encephalopathy,0
305.62,"Cocaine abuse, episodic",0
263.1,Malnutrition of mild degree,0
305.53,"Opioid abuse, in remission",0
305.23,"Cannabis abuse, in remission",0
585.5,"Chronic kidney disease, Stage V",0
403.11,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",0
404.92,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",0
588.81,Secondary hyperparathyroidism (of renal origin),0
403.91,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",0
404.12,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",0
588.89,Other specified disorders resulting from impaired renal function,0
305.52,"Opioid abuse, episodic",0
305.71,"Amphetamine or related acting sympathomimetic abuse, continuous",0
491.21,Obstructive chronic bronchitis with (acute) exacerbation,0
304.23,"Cocaine dependence, in remission",0
303.02,"Acute alcoholic intoxication in alcoholism, episodic",0
304.53,"Hallucinogen dependence, in remission",0
304.11,"Sedative, hypnotic or anxiolytic dependence, continuous",0
305.81,"Antidepressant type abuse, continuous",0
305.41,"Sedative, hypnotic or anxiolytic abuse, continuous",0
426.12,Mobitz (type) II atrioventricular block,0
427.41,Ventricular fibrillation,0
440.9,Generalized and unspecified atherosclerosis,0
244.3,Other iatrogenic hypothyroidism,0
404.02,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",0
305.01,"Alcohol abuse, continuous",0
286.1,Congenital factor IX disorder,0
250.41,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",0
184.2,Malignant neoplasm of labia minora,0
292.89,Other specified drug-induced mental disorders,0
780.33,Post traumatic seizures,0
303.91,"Other and unspecified alcohol dependence, continuous",0
557.9,Unspecified vascular insufficiency of intestine,0
296.36,"Major depressive affective disorder, recurrent episode, in full remission",0
443.9,"Peripheral vascular disease, unspecified",0
304.93,"Unspecified drug dependence, in remission",0
304.61,"Other specified drug dependence, continuous",0
304.73,"Combinations of opioid type drug with any other drug dependence, in remission",0
304.13,"Sedative, hypnotic or anxiolytic dependence, in remission",0
396.2,Mitral valve insufficiency and aortic valve stenosis,0
171.3,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip",0
171.9,"Malignant neoplasm of connective and other soft tissue, site unspecified",0
195.3,Malignant neoplasm of pelvis,0
171.8,Malignant neoplasm of other specified sites of connective and other soft tissue,0
195.1,Malignant neoplasm of thorax,0
571.49,Other chronic hepatitis,0
280.1,Iron deficiency anemia secondary to inadequate dietary iron intake,0
292.9,Unspecified drug-induced mental disorder,0
198.6,Secondary malignant neoplasm of ovary,0
250.31,"Diabetes with other coma, type I [juvenile type], not stated as uncontrolled",0
250.82,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",0
250.72,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled",0
172.5,"Malignant melanoma of skin of trunk, except scrotum",0
799.4,Cachexia,0
345.3,Grand mal status,0
191.2,Malignant neoplasm of temporal lobe,0
441.01,"Dissection of aorta, thoracic",0
441.1,"Thoracic aneurysm, ruptured",0
309.4,Adjustment disorder with mixed disturbance of emotions and conduct,0
345.51,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy",0
746.5,Congenital mitral stenosis,0
780.31,"Febrile convulsions (simple), unspecified",0
415.13,Saddle embolus of pulmonary artery,0
276.6,Fluid overload,0
155.2,"Malignant neoplasm of liver, not specified as primary or secondary",0
157.8,Malignant neoplasm of other specified sites of pancreas,0
447.1,Stricture of artery,0
440.8,Atherosclerosis of other specified arteries,0
298.1,Excitative type psychosis,0
344.1,Paraplegia,0
426.9,"Conduction disorder, unspecified",0
714.2,Other rheumatoid arthritis with visceral or systemic involvement,0
197.7,"Malignant neoplasm of liver, secondary",0
154.1,Malignant neoplasm of rectum,0
309.3,Adjustment disorder with disturbance of conduct,0
198.5,Secondary malignant neoplasm of bone and bone marrow,0
172.4,Malignant melanoma of skin of scalp and neck,0
172.6,"Malignant melanoma of skin of upper limb, including shoulder",0
198.89,Secondary malignant neoplasm of other specified sites,0
198.2,Secondary malignant neoplasm of skin,0
197.8,Secondary malignant neoplasm of other digestive organs and spleen,0
170.2,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx",0
198.3,Secondary malignant neoplasm of brain and spinal cord,0
197.5,Secondary malignant neoplasm of large intestine and rectum,0
197.2,Secondary malignant neoplasm of pleura,0
196.1,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,0
305.92,"Other, mixed, or unspecified drug abuse, episodic",0
588.9,Unspecified disorder resulting from impaired renal function,0
396.1,Mitral valve stenosis and aortic valve insufficiency,0
491.8,Other chronic bronchitis,0
161.9,"Malignant neoplasm of larynx, unspecified",0
197.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,0
195.2,Malignant neoplasm of abdomen,0
153.3,Malignant neoplasm of sigmoid colon,0
151.9,"Malignant neoplasm of stomach, unspecified site",0
158.9,"Malignant neoplasm of peritoneum, unspecified",0
153.7,Malignant neoplasm of splenic flexure,0
197.3,Secondary malignant neoplasm of other respiratory organs,0
183.9,"Malignant neoplasm of uterine adnexa, unspecified site",0
197.4,Secondary malignant neoplasm of small intestine including duodenum,0
153.2,Malignant neoplasm of descending colon,0
195.5,Malignant neoplasm of lower limb,0
196.9,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified",0
309.89,Other specified adjustment reactions,0
714.4,Chronic postrheumatic arthropathy,0
344.2,Diplegia of upper limbs,0
182.8,Malignant neoplasm of other specified sites of body of uterus,0
196.6,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,0
183.2,Malignant neoplasm of fallopian tube,0
348.1,Anoxic brain damage,0
196.2,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,0
571.1,Acute alcoholic hepatitis,0
293.89,"Other specified transient mental disorders due to conditions classified elsewhere, other",0
335.21,Progressive muscular atrophy,0
170.6,"Malignant neoplasm of pelvic bones, sacrum, and coccyx",0
292.85,Drug induced sleep disorders,0
343.8,Other specified infantile cerebral palsy,0
446.29,Other specified hypersensitivity angiitis,0
437.3,"Cerebral aneurysm, nonruptured",0
494.1,Bronchiectasis with acute exacerbation,0
495.1,Bagassosis,0
572.3,Portal hypertension,0
456.21,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",0
171.5,Malignant neoplasm of connective and other soft tissue of abdomen,0
426.13,Other second degree atrioventricular block,0
304.63,"Other specified drug dependence, in remission",0
292.81,Drug-induced delirium,0
441.4,Abdominal aneurysm without mention of rupture,0
441.2,Thoracic aneurysm without mention of rupture,0
304.43,"Amphetamine and other psychostimulant dependence, in remission",0
424.91,Endocarditis in diseases classified elsewhere,0
440.21,Atherosclerosis of native arteries of the extremities with intermittent claudication,0
493.22,Chronic obstructive asthma with (acute) exacerbation,0
287.1,Qualitative platelet defects,0
287.41,Posttransfusion purpura,0
198.81,Secondary malignant neoplasm of breast,0
250.21,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",0
571.9,Unspecified chronic liver disease without mention of alcohol,0
493.82,Cough variant asthma,0
441.02,"Dissection of aorta, abdominal",0
250.23,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",0
397.9,"Rheumatic diseases of endocardium, valve unspecified",0
296.55,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission",0
304.72,"Combinations of opioid type drug with any other drug dependence, episodic",0
194.3,Malignant neoplasm of pituitary gland and craniopharyngeal duct,0
417.9,Unspecified disease of pulmonary circulation,0
295.34,"Paranoid type schizophrenia, chronic with acute exacerbation",0
295.22,"Catatonic type schizophrenia, chronic",0
980.9,Toxic effect of unspecified alcohol,0
440.24,Atherosclerosis of native arteries of the extremities with gangrene,0
172.3,Malignant melanoma of skin of other and unspecified parts of face,0
286.53,Antiphospholipid antibody with hemorrhagic disorder,0
491.1,Mucopurulent chronic bronchitis,0
296.56,"Bipolar I disorder, most recent episode (or current) depressed, in full remission",0
720.89,Other inflammatory spondylopathies,0
456.1,Esophageal varices without mention of bleeding,0
345.81,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy",0
145.2,Malignant neoplasm of hard palate,0
296.54,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior",0
341.21,Acute (transverse) myelitis in conditions classified elsewhere,0
160.1,"Malignant neoplasm of auditory tube, middle ear, and mastoid air cells",0
304.81,"Combinations of drug dependence excluding opioid type drug, continuous",0
